Strain	Variant category	Clade	Country	Division	Epidemiological Week	Location	originating_lab	Lineage	Region	submitting_lab	Collection Data	Author	Accession	url
USA/CT-Yale-1824/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW07	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-02-20	GLab team	[object Object]	
USA/CT-Yale-2561/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-08	GLab team	[object Object]	
USA/CT-Yale-2175/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-09	GLab team	[object Object]	
USA/CT-Yale-2701/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-17	GLab team	[object Object]	
USA/CT-Yale-3114/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-24	GLab team	[object Object]	
USA/MA-Yale-2459/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Massachusetts	2021_EW10	Middlesex, MA	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-11	GLab team	[object Object]	
USA/CT-Yale-3187/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-27	GLab team	[object Object]	
USA/CT-Yale-3077/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-24	GLab team	[object Object]	
USA/CT-Yale-3197/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-27	GLab team	[object Object]	
USA/CT-Yale-2541/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-13	GLab team	[object Object]	
USA/CT-JAX000288/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	Fairfield	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-09	GLab team	[object Object]	
USA/CT-Yale-2641/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	Tolland	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-18	GLab team	[object Object]	
USA/CT-Yale-3370/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-29	GLab team	[object Object]	
USA/CT-Yale-2365/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-10	GLab team	[object Object]	
USA/CT-Yale-2477/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-11	GLab team	[object Object]	
USA/CT-JAX000219/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-11	GLab team	[object Object]	
USA/CT-JAX000420/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	Fairfield	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-19	GLab team	[object Object]	
USA/CT-Yale-2536/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New London	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-13	GLab team	[object Object]	
USA/CT-JAX001234/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-30	GLab team	[object Object]	
USA/CT-JAX000978/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-12	GLab team	[object Object]	
USA/CT-JAX000857/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-JAX001260/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-26	GLab team	[object Object]	
USA/CT-JAX000491/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-24	GLab team	[object Object]	
USA/CT-Yale-3228/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-Yale-3546/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-2617/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-16	GLab team	[object Object]	
USA/CT-Yale-3749/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-08	GLab team	[object Object]	
USA/CT-Yale-3380/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-27	GLab team	[object Object]	
USA/CT-Yale-3273/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-27	GLab team	[object Object]	
USA/CT-Yale-3284/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-28	GLab team	[object Object]	
USA/CT-JAX001125/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-20	GLab team	[object Object]	
USA/CT-JAX000648/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-31	GLab team	[object Object]	
USA/CT-JAX000647/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-31	GLab team	[object Object]	
USA/CT-JAX001075/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	Litchfield	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-15	GLab team	[object Object]	
USA/CT-CDPH-0016/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW06	New Haven	Connecticut DPH	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-02-12	GLab team	[object Object]	
USA/CT-JAX000681/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	Fairfield	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-31	GLab team	[object Object]	
USA/CT-JAX000248/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	Fairfield	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-12	GLab team	[object Object]	
USA/CT-Yale-2360/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-10	GLab team	[object Object]	
USA/CT-JAX000702/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	Fairfield	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-29	GLab team	[object Object]	
USA/CT-Yale-3784/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-08	GLab team	[object Object]	
USA/CT-Yale-3184/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-Yale-2565/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-08	GLab team	[object Object]	
USA/CT-Yale-3251/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-Yale-3500/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-3481/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-3497/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-3058/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-Yale-3123/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-Yale-2499/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-12	GLab team	[object Object]	
USA/CT-Yale-4266/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-20	GLab team	[object Object]	
USA/CT-Yale-2315/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-08	GLab team	[object Object]	
USA/CT-Yale-3526/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-3448/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-Yale-3570/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-Yale-3713/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-Yale-3447/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-Yale-3714/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-Yale-3715/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-JAX000388/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-17	GLab team	[object Object]	
USA/CT-JAX000905/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-JAX001026/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-12	GLab team	[object Object]	
USA/CT-Yale-3413/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-03	GLab team	[object Object]	
USA/CT-Yale-3545/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-JAX000878/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-3981/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-13	GLab team	[object Object]	
USA/CT-Yale-3685/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-Yale-2670/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-17	GLab team	[object Object]	
USA/CT-JAX000383/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW11	Hartford	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-18	GLab team	[object Object]	
USA/CT-Yale-3579/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-3687/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-JAX001054/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-16	GLab team	[object Object]	
USA/CT-Yale-4714/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	Fairfield	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-03	GLab team	[object Object]	
USA/CT-Yale-3189/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-JAX000711/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	Middlesex	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-29	GLab team	[object Object]	
USA/CT-Yale-3473/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-01	GLab team	[object Object]	
USA/CT-Yale-3652/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-JAX000537/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-JAX000805/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-08	GLab team	[object Object]	
USA/CT-JAX000866/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-08	GLab team	[object Object]	
USA/CT-Yale-3678/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-Yale-4464/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-24	GLab team	[object Object]	
USA/CT-JAX000589/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	Litchfield	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-25	GLab team	[object Object]	
USA/CT-JAX000727/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW13	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-29	GLab team	[object Object]	
USA/CT-Yale-4647/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW18	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-05-02	GLab team	[object Object]	
USA/CT-JAX000979/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW15	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-13	GLab team	[object Object]	
USA/CT-JAX000850/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	The Jackson Laboratory	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-07	GLab team	[object Object]	
USA/CT-Yale-2367/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-10	GLab team	[object Object]	
USA/CT-Yale-2389/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW10	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-10	GLab team	[object Object]	
USA/CT-Yale-3525/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-05	GLab team	[object Object]	
USA/CT-Yale-4483/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW16	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-24	GLab team	[object Object]	
USA/CT-Yale-3540/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW14	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-06	GLab team	[object Object]	
USA/CT-Yale-4574/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW17	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-04-27	GLab team	[object Object]	
USA/CT-Yale-2801/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-21	GLab team	[object Object]	
USA/CT-Yale-3252/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-26	GLab team	[object Object]	
USA/CT-Yale-2915/2021	VOC (B.1.1.7)	B.1.1.7	USA-Northeast	Connecticut	2021_EW12	New Haven	Yale Clinical Virology Lab	B.1.1.7	North America	Grubaugh Lab - Yale School of Public Health	2021-03-22	GLab team	[object Object]	
